"ts_code","sub_code","name","ipo_date","issue_date","amount","market_amount","price","pe","limit_amount","funds","ballot"
"300983.SZ","300983","尤安设计",2021-04-08,2021-04-20,2000,2000,120.8,35.6,2,24.16,0.01
"605117.SH","707117","德业股份",2021-04-08,2021-04-20,4267,3840,32.74,22.99,1.7,13.969,0.03
"688533.SH","787533","上声电子",2021-04-07,2021-04-19,4000,1360,7.72,15.92,1,3.088,0.03
"605086.SH","707086","龙高股份",2021-04-07,2021-04-16,3200,2880,12.86,21.82,1.2,4.115,0.03
"300977.SZ","300977","深圳瑞捷",2021-04-07,2021-04-20,1120,1120,89.66,29.43,1.1,10.042,0.01
"300972.SZ","300972","万辰生物",2021-04-06,2021-04-19,3838,1861,7.19,12.15,1.05,2.759,0.02
"605098.SH","707098","行动教育",2021-04-06,2021-04-21,2109,1898,27.58,22.99,0.8,5.817,0.02
"300976.SZ","300976","达瑞电子",2021-04-06,2021-04-19,1305,1305,168,35.82,1.3,21.93,0.01
"300973.SZ","300973","立高食品",2021-04-06,2021-04-15,4234,1842,28.28,27.7,1.05,11.974,0.02
"300971.SZ","300971","博亚精工",2021-04-02,2021-04-15,2100,1019,18.24,22.73,0.55,3.83,0.02
"601279.SH","780279","英利汽车",2021-04-02,2021-04-15,14943,13448,2.07,22.98,4.4,3.093,0.07
"300968.SZ","300968","格林精密",2021-04-01,2021-04-15,10338,3618,6.87,24.34,1.75,7.102,0.03
"688663.SH","787663","新风光",2021-04-01,2021-04-13,3499,1260,14.48,20.53,0.9,5.067,0.03
"688315.SH","787315","诺禾致源",2021-03-31,2021-04-13,4020,1025,12.76,231.51,0.65,5.13,0.03
"300967.SZ","300967","晓鸣股份",2021-03-31,2021-04-13,4700,2280,4.54,7.98,1.3,2.134,0.02
"688683.SH","787683","莱尔科技",2021-03-30,2021-04-12,3714,1263,9.51,26.28,0.9,3.532,0.03
"688611.SH","787611","杭州柯林",2021-03-30,2021-04-12,1398,531,33.44,19,0.35,4.673,0.03
"605378.SH","707378","野马电池",2021-03-30,2021-04-12,3334,3001,17.62,22.98,1.3,5.875,0.03
"688468.SH","787468","科美诊断",2021-03-29,2021-04-09,4100,1046,7.15,22.77,0.65,2.932,0.03
"300969.SZ","300969","恒帅股份",2021-03-29,2021-04-12,2000,2000,20.68,26.3,2,4.136,0.01
"300966.SZ","300966","共同药业",2021-03-29,2021-04-09,2900,1407,8.24,16.33,0.8,2.39,0.02
"300970.SZ","300970","华绿生物",2021-03-29,2021-04-12,1459,1459,44.77,22.98,1.45,6.532,0.01
"688636.SH","787636","智明达",2021-03-26,2021-04-08,1250,425,34.5,30.03,0.3,4.312,0.03
"300963.SZ","300963","中洲特材",2021-03-26,2021-04-09,3000,1455,12.13,23.65,0.85,3.639,0.02
"688191.SH","787191","智洋创新",2021-03-26,2021-04-08,3826,1454,11.38,22.61,1.05,4.354,0.03
"003041.SZ","003041","真爱美家",2021-03-25,2021-04-06,2500,2250,18,19.02,1,4.5,0.02
"300962.SZ","300962","中金辐照",2021-03-25,2021-04-09,6600,3201,3.4,15.95,1.85,2.244,0.02
"003042.SZ","003042","中农联合",2021-03-25,2021-04-06,2740,2466,21.56,22.99,1.05,5.907,0.02
"003043.SZ","003043","华亚智能",2021-03-25,2021-04-06,2000,2000,19.81,22.99,2,3.962,0.01
"688260.SH","787260","昀冢科技",2021-03-23,2021-04-06,3000,1140,9.63,22.28,0.85,2.889,0.03
"688662.SH","787662","富信科技",2021-03-23,2021-04-01,2206,838,15.61,19.1,0.6,3.444,0.03
"300965.SZ","300965","恒宇信通",2021-03-23,2021-04-02,1500,1500,61.72,49.97,1.5,9.258,0.01
"688630.SH","787630","芯碁微装",2021-03-23,2021-04-01,3020,1027,15.23,39.76,0.75,4.6,0.03
"603324.SH","732324","盛剑环境",2021-03-22,2021-04-07,3099,2789,19.87,22.99,1.2,6.157,0.03
"688659.SH","787659","元琛科技",2021-03-22,2021-03-31,4000,1520,6.5,19.82,1.1,2.6,0.03
"688626.SH","787626","翔宇医疗",2021-03-19,2021-03-31,4000,1524,28.82,45.15,1.1,11.528,0.03
"300961.SZ","300961","深水海纳",2021-03-19,2021-03-30,4432,2147,8.48,15.86,1.25,3.759,0.02
"300960.SZ","300960","通业科技",2021-03-18,2021-03-29,2560,1242,12.08,17.31,0.7,3.092,0.02
"688109.SH","787109","品茗科技",2021-03-18,2021-03-30,1360,517,50.05,42.5,0.35,6.807,0.03
"688661.SH","787661","和林微纳",2021-03-17,2021-03-29,2000,680,17.71,26.91,0.5,3.542,0.03
"603759.SH","732759","海天股份",2021-03-17,2021-03-26,7800,7020,11.21,22.98,3.1,8.744,0.04
"300957.SZ","300957","贝泰妮",2021-03-16,2021-03-25,6360,2226,47.33,51.25,1.05,30.102,0.02
"688195.SH","787195","腾景科技",2021-03-16,2021-03-26,3235,1229,13.6,42.24,0.9,4.4,0.03
"300958.SZ","300958","建工修复",2021-03-16,2021-03-29,3566,1551,8.53,17.23,0.9,3.042,0.02
"688606.SH","787606","奥泰生物",2021-03-15,2021-03-25,1350,515,133.67,101.92,0.35,18.045,0.03
"688633.SH","787633","星球石墨",2021-03-15,2021-03-24,1818,691,33.62,19.96,0.5,6.113,0.03
"300955.SZ","300955","嘉亨家化",2021-03-12,2021-03-24,2520,1204,16.53,26.75,0.7,4.166,0.02
"688329.SH","787329","艾隆科技",2021-03-12,2021-03-29,1930,656,16.81,25.52,0.45,3.244,0.03
"300956.SZ","300956","英力股份",2021-03-12,2021-03-26,3300,1601,12.85,16.75,0.9,4.24,0.02
"300959.SZ","300959","线上线下",2021-03-11,2021-03-22,2000,2000,41,56.88,2,8.2,0.01
"688609.SH","787609","九联科技",2021-03-11,2021-03-23,10000,2550,3.99,17.82,1.7,3.99,0.04
"605286.SH","707286","同力日升",2021-03-10,2021-03-22,4200,3780,15.08,22.99,1.6,6.334,0.03
"605389.SH","707389","长龄液压",2021-03-10,2021-03-22,2433,2190,39.4,22.99,0.9,9.587,0.03
"688092.SH","787092","爱科科技",2021-03-10,2021-03-19,1479,503,19.11,26.78,0.35,2.826,0.03
"003040.SZ","003040","楚天龙",2021-03-09,2021-03-22,7839,7055,4.62,22.99,2.35,3.622,0.04
"300953.SZ","300953","震裕科技",2021-03-09,2021-03-18,2327,1012,28.77,35.69,0.55,6.695,0.02
"688456.SH","787456","有研粉材",2021-03-08,2021-03-17,3000,1140,10.62,24.67,0.85,3.186,0.03
"688616.SH","787616","西力科技",2021-03-08,2021-03-18,3750,1425,7.35,20.47,1.05,2.756,0.03
"688316.SH","787316","青云科技",2021-03-03,2021-03-16,1200,342,63.7,0,0.2,7.644,0.03
"688083.SH","787083","中望软件",2021-03-02,2021-03-11,1549,536,150.5,119.49,0.35,23.306,0.03
"300952.SZ","300952","恒辉安防",2021-03-01,2021-03-11,3623,1757,11.72,20.62,1,4.246,0.02
"688667.SH","787667","菱电电控",2021-03-01,2021-03-12,1290,491,75.42,26.1,0.35,9.729,0.03
"605122.SH","707122","四方新材",2021-02-26,2021-03-10,3090,2781,42.88,22.99,1.2,13.25,0.03
"688676.SH","787676","金盘科技",2021-02-26,2021-03-09,4257,1085,10.1,21.08,0.7,4.3,0.03
"688328.SH","787328","深科达",2021-02-25,2021-03-09,2026,689,16.49,32,0.5,3.341,0.03
"605208.SH","707208","永茂泰",2021-02-24,2021-03-08,4700,4230,13.4,22.99,1.8,6.298,0.03
"003039.SZ","003039","顺控发展",2021-02-23,2021-03-08,6200,5580,5.86,15.95,1.85,3.633,0.03
"300950.SZ","300950","德固特",2021-02-22,2021-03-03,2500,1213,8.41,14.6,0.7,2.103,0.02
"688079.SH","787079","美迪凯",2021-02-19,2021-03-02,10033,2169,10.19,62.15,1.4,10.224,0.03
"688696.SH","787696","极米科技",2021-02-19,2021-03-03,1250,427,133.73,72.81,0.3,16.716,0.03
"605060.SH","707060","联德股份",2021-02-18,2021-03-01,6000,5400,15.59,22.99,2.4,9.354,0.03
"300951.SZ","300951","博硕科技",2021-02-10,2021-02-26,2000,2000,75.18,54.04,2,15.036,0.01
"605298.SH","707298","必得科技",2021-02-10,2021-03-01,2700,2430,15.99,16.15,1,4.317,0.03
"605303.SH","707303","园林股份",2021-02-10,2021-03-01,4031,3628,16.38,19.74,1.6,6.603,0.03
"688677.SH","787677","海泰新光",2021-02-09,2021-02-26,2178,741,35.76,45.54,0.55,7.789,0.03
"300948.SZ","300948","冠中生态",2021-02-09,2021-02-25,2334,1132,13,20.38,0.65,3.034,0.02
"300949.SZ","300949","奥雅股份",2021-02-09,2021-02-26,1500,1500,54.23,31.92,1.5,8.134,0.01
"688183.SH","787183","生益电子",2021-02-08,2021-02-25,16636,3494,12.42,23.44,2.3,20.662,0.04
"605268.SH","707268","王力安防",2021-02-05,2021-02-24,6700,6030,10.32,22.97,2,6.914,0.04
"688619.SH","787619","罗普特",2021-02-04,2021-02-23,4683,1782,19.31,41.47,1.3,9.043,0.03
"605133.SH","707133","嵘泰股份",2021-02-03,2021-02-24,4000,3600,20.34,22.99,1.6,8.136,0.03
"832225.BJ","889416","利通科技",2021-02-02,2021-02-25,1580,1206,6.6,18.31,71.59,1.043,5.7
"300943.SZ","300943","春晖智控",2021-02-01,2021-02-10,3400,1479,9.79,20.88,0.85,3.329,0.02
"300947.SZ","300947","德必集团",2021-02-01,2021-02-10,1347,1347,51.47,32,1.3,6.935,0.01
"003038.SZ","003038","鑫铂股份",2021-02-01,2021-02-10,2661,2395,18.08,22.98,1.05,4.811,0.02
"300945.SZ","300945","曼卡龙",2021-02-01,2021-02-10,5100,2474,4.56,15.28,1.45,2.326,0.02
"830832.BJ","889018","齐鲁华信",2021-02-01,2021-02-23,3839,2677,7,17.85,158.93,2.687,9.46
"300941.SZ","300941","创识科技",2021-01-29,2021-02-09,3413,1655,21.31,30.75,0.95,7.272,0.02
"688070.SH","787070","纵横股份",2021-01-29,2021-02-10,2190,746,23.16,63.92,0.55,5.072,0.03
"300942.SZ","300942","易瑞生物",2021-01-29,2021-02-09,4086,1594,5.31,28.11,0.75,2.17,0.02
"688665.SH","787665","四方光电",2021-01-29,2021-02-09,1750,597,29.53,36.22,0.4,5.168,0.03
"832735.BJ","889752","德源药业",2021-01-29,2021-02-19,1687,1216,18.3,30.37,72.18,3.087,5.22
"605077.SH","707077","华康股份",2021-01-28,2021-02-09,2914,2623,51.63,22.99,1.1,15.045,0.03
"605081.SH","707081","太和水",2021-01-28,2021-02-09,1953,1953,43.3,22.99,1.9,8.456,0.01
"688059.SH","787059","华锐精密",2021-01-28,2021-02-08,1100,374,37.09,23.95,0.25,4.081,0.03
"300946.SZ","300946","恒而达",2021-01-28,2021-02-08,1667,1667,29.45,32.02,1.65,4.909,0.01
"600916.SH","730916","中国黄金",2021-01-27,2021-02-05,18000,16200,4.99,19.1,5.4,8.982,0.07
"688687.SH","787687","凯因科技",2021-01-27,2021-02-08,4246,1614,18.98,42.96,1.2,8.059,0.03
"605337.SH","707337","李子园",2021-01-27,2021-02-08,3870,3483,20.04,17.75,1.5,7.755,0.03
"834599.BJ","889336","同力股份",2021-01-27,2021-02-22,5000,4242,10,18.88,249.6,5,25.85
"003037.SZ","003037","三和管桩",2021-01-26,2021-02-04,6800,6120,6.38,22.75,2,4.338,0.04
"836239.BJ","889686","长虹能源",2021-01-26,2021-02-09,1196,832,22.58,18.94,49.4,2.701,2.14
"300940.SZ","300940","南极光",2021-01-25,2021-02-03,2961,1436,12.76,19.93,0.8,3.778,0.02
"688607.SH","787607","康众医疗",2021-01-21,2021-02-01,2203,754,23.21,58.24,0.55,5.114,0.03
"601963.SH","780963","重庆银行",2021-01-21,2021-02-05,34745,31271,10.83,8.97,10.4,37.629,0.11
"605368.SH","707368","蓝天燃气",2021-01-20,2021-01-29,6550,5895,14.96,21.72,1.9,9.799,0.04
"605055.SH","707055","迎丰股份",2021-01-20,2021-01-29,8000,7200,4.82,22.99,2.4,3.856,0.04
"688628.SH","787628","优利德",2021-01-20,2021-02-01,2750,1045,19.11,39.79,0.75,5.255,0.03
"833427.BJ","889427","华维设计",2021-01-20,2021-02-05,2062,1650,9.16,15.86,97.94,1.889,6.5
"003036.SZ","003036","泰坦股份",2021-01-19,2021-01-28,5400,4860,5.72,22.96,1.6,3.089,0.03
"688350.SH","787350","富淼科技",2021-01-19,2021-01-28,3055,1039,13.58,20.14,0.75,4.149,0.03
"300937.SZ","300937","药易购",2021-01-18,2021-01-27,2392,1196,12.25,18.71,0.65,2.93,0.02
"300938.SZ","300938","信测标准",2021-01-18,2021-01-27,1628,1628,37.28,36.04,1.6,6.067,0.01
"300939.SZ","300939","秋田微",2021-01-18,2021-01-28,2000,2000,37.18,39.98,2,7.436,0.01
"300933.SZ","300933","中辰股份",2021-01-13,2021-01-22,9170,3576,3.37,18.23,1.7,3.09,0.03
"688669.SH","787669","聚石化学",2021-01-13,2021-01-25,2333,794,36.65,36.34,0.55,8.552,0.03
"300932.SZ","300932","三友联众",2021-01-13,2021-01-22,3150,1528,24.69,33.63,0.85,7.777,0.02
"688680.SH","787680","海优新材",2021-01-13,2021-01-22,2101,800,69.94,96.75,0.55,14.694,0.03
"688689.SH","787689","银河微电",2021-01-13,2021-01-27,3210,1220,14.01,36.26,0.9,4.497,0.03
"300931.SZ","300931","通用电梯",2021-01-11,2021-01-21,6004,2912,4.31,17.37,1.7,2.588,0.02
"300930.SZ","300930","屹通新材",2021-01-11,2021-01-21,2500,1213,13.11,25.22,0.7,3.277,0.02
"300936.SZ","300936","中英科技",2021-01-11,2021-01-26,1880,1880,30.39,50.99,1.85,5.713,0.01
"605398.SH","707398","新炬网络",2021-01-11,2021-01-21,1487,1487,37.61,22.98,1.4,5.594,0.01
"838275.BJ","889275","驱动力",2021-01-11,2021-01-25,1200,835,5,33.29,49.56,0.6,2.55
"300935.SZ","300935","盈建科",2021-01-08,2021-01-20,1413,1413,56.96,49.69,1.4,8.048,0.01
"003035.SZ","003035","南网能源",2021-01-08,2021-01-19,75758,68182,1.4,22.88,22.7,10.606,0.18
"300929.SZ","300929","华骐环保",2021-01-08,2021-01-20,2065,905,13.87,17.25,0.5,2.864,0.02
"605005.SH","707005","合兴股份",2021-01-07,2021-01-19,4010,3609,6.38,22.96,1.2,2.558,0.03
"605228.SH","707228","神通科技",2021-01-07,2021-01-20,8000,7200,5.89,22.98,2.4,4.712,0.05
"688317.SH","787317","之江生物",2021-01-06,2021-01-18,4868,1669,43.22,189.85,1.2,21.038,0.03
"688819.SH","787819","天能股份",2021-01-05,2021-01-18,11660,3132,41.79,30.98,2.05,48.727,0.04
"688656.SH","787656","浩欧博",2021-01-04,2021-01-13,1576,536,35.26,36.42,0.4,5.559,0.03
"003032.SZ","003032","传智教育",2020-12-31,2021-01-12,4024,3622,8.46,22.98,1.2,3.405,0.03
"003033.SZ","003033","征和工业",2020-12-30,2021-01-11,2045,1841,23.28,22.99,0.8,4.761,0.02
"688617.SH","787617","惠泰医疗",2020-12-28,2021-01-07,1667,568,74.46,61.61,0.4,12.412,0.03
"836826.BJ","889089","盖世食品",2020-12-28,2021-01-12,2454,907,3.48,10.66,52.27,0.854,1.9
"300926.SZ","300926","博俊科技",2020-12-25,2021-01-07,3553,1723,10.76,25.28,1,3.823,0.02
"300927.SZ","300927","江天化学",2020-12-25,2021-01-07,2005,972,13.39,20.94,0.55,2.685,0.02
"837344.BJ","889066","三元基因",2020-12-25,2021-01-08,1131,453,25,52.15,26.55,2.828,2.29
"300928.SZ","300928","华安鑫创",2020-12-24,2021-01-06,2000,2000,38.05,36.58,2,7.61,0.01
"833509.BJ","889098","同惠电子",2020-12-24,2021-01-11,2400,870,6.31,25.43,51.08,1.515,1.61
"003030.SZ","003030","祖名股份",2020-12-23,2021-01-06,3120,2808,15.18,22.99,1.2,4.736,0.02
"605277.SH","707277","新亚电子",2020-12-23,2021-01-06,3336,3002,16.95,22.98,1.3,5.655,0.03
"605155.SH","707155","西大门",2020-12-22,2020-12-31,2400,2160,21.17,22.99,0.9,5.081,0.02
"688686.SH","787686","奥普特",2020-12-22,2020-12-31,2062,704,78.49,31.46,0.5,16.185,0.03
"003031.SZ","003031","中瓷电子",2020-12-22,2021-01-04,2667,2400,15.27,22.98,1.05,4.072,0.02
"300894.SZ","300894","火星人",2020-12-22,2020-12-31,4050,1580,14.07,25.77,0.75,5.698,0.02
"688618.SH","787618","三旺通信",2020-12-21,2020-12-30,1263,435,34.08,31.79,0.3,4.305,0.03
"688063.SH","787063","派能科技",2020-12-18,2020-12-30,3871,1479,56,54.13,1.1,21.678,0.03
"688698.SH","787698","伟创电气",2020-12-18,2020-12-29,4500,1530,10.75,32.56,1.1,4.838,0.03
"605377.SH","707377","华旺科技",2020-12-17,2020-12-28,5097,4587,18.63,22.98,2,9.495,0.03
"300925.SZ","300925","法本信息",2020-12-17,2020-12-30,3237,1570,20.08,28.86,0.9,6.5,0.02
"605179.SH","707179","一鸣食品",2020-12-16,2020-12-28,6100,5490,9.21,22.98,1.8,5.618,0.04
"300922.SZ","300922","天秦装备",2020-12-16,2020-12-25,2800,1358,16.05,35.77,0.75,4.494,0.02
"836675.BJ","889588","秉扬科技",2020-12-16,2020-12-28,3560,854,7.2,21.15,55.18,2.563,2.39
"003029.SZ","003029","吉大正元",2020-12-15,2020-12-24,4510,4059,11.27,22.98,1.8,5.083,0.02
"300920.SZ","300920","润阳科技",2020-12-15,2020-12-25,2500,1213,26.93,26.11,0.7,6.732,0.02
"003028.SZ","003028","振邦智能",2020-12-15,2020-12-28,2740,2466,21.75,22.99,1.05,5.96,0.02
"831856.BJ","889119","浩淼科技",2020-12-15,2020-12-25,1118,800,5.8,12.2,47.5,0.649,1.25
"688560.SH","787560","明冠新材",2020-12-14,2020-12-24,4102,1395,15.87,32.11,1,6.51,0.03
"688679.SH","787679","通源环境",2020-12-14,2020-12-25,3292,1251,12.05,18.86,0.9,3.967,0.03
"688658.SH","787658","悦康药业",2020-12-14,2020-12-24,9000,2583,24.36,40.78,1.7,21.924,0.04
"430510.BJ","889668","丰光精密",2020-12-14,2020-12-28,700,560,6.39,34.29,33.25,0.447,0.94
"688678.SH","787678","福立旺",2020-12-11,2020-12-23,4335,1474,18.05,30.04,1.1,7.825,0.03
"300918.SZ","300918","南山智尚",2020-12-11,2020-12-22,9000,4365,4.97,16.4,2.55,4.473,0.03
"300923.SZ","300923","研奥股份",2020-12-11,2020-12-24,1965,1965,28.28,38,1.95,5.557,0.01
"300919.SZ","300919","中伟股份",2020-12-11,2020-12-23,5697,1823,24.6,115.56,0.9,14.015,0.02
"300917.SZ","300917","特发服务",2020-12-10,2020-12-21,2500,1088,18.78,28.43,0.6,4.695,0.02
"605186.SH","707186","健麾信息",2020-12-10,2020-12-22,3400,3060,14.2,22.98,1.3,4.828,0.03
"688668.SH","787668","鼎通科技",2020-12-09,2020-12-21,2129,809,20.07,33.25,0.6,4.273,0.03
"605500.SH","707500","森林包装",2020-12-09,2020-12-22,5000,4500,18.97,22.99,2,9.485,0.03
"003026.SZ","003026","中晶科技",2020-12-09,2020-12-18,2495,2245,13.89,22.98,0.95,3.465,0.02
"300921.SZ","300921","南凌科技",2020-12-09,2020-12-22,1823,1823,32.54,34.72,1.8,5.932,0.01
"003027.SZ","003027","同兴环保",2020-12-08,2020-12-18,2167,1950,40.11,22.99,0.85,8.692,0.02
"688699.SH","787699","明微电子",2020-12-08,2020-12-18,1859,707,38.43,39.13,0.5,7.145,0.03
"832000.BJ","889898","安徽凤凰",2020-12-08,2020-12-23,1801,1393,7.2,15.13,82.69,1.297,1.45
"688510.SH","787510","航亚科技",2020-12-03,2020-12-16,6460,2067,8.17,53.35,1.55,5.278,0.03
"688608.SH","787608","恒玄科技",2020-12-03,2020-12-16,3000,960,162.07,355.03,0.7,48.621,0.03
"003020.SZ","003020","立方制药",2020-12-03,2020-12-15,2316,2084,23.13,22.97,0.9,5.357,0.02
"605151.SH","707151","西上海",2020-12-02,2020-12-15,3334,3001,16.13,22.99,1.3,5.378,0.03
"605299.SH","707299","舒华体育",2020-12-02,2020-12-15,5000,4500,7.27,22.99,1.5,3.635,0.04
"003025.SZ","003025","思进智能",2020-12-02,2020-12-11,2010,1809,21.34,22.99,0.8,4.289,0.02
"003023.SZ","003023","彩虹集团",2020-12-02,2020-12-11,2030,1827,23.89,22.99,0.8,4.85,0.02
"688136.SH","787136","科兴制药",2020-12-01,2020-12-14,4968,1694,22.33,27.7,1.25,11.092,0.03
"688308.SH","787308","欧科亿",2020-12-01,2020-12-10,2500,950,23.99,28.93,0.7,5.997,0.03
"688571.SH","787571","杭华股份",2020-11-30,2020-12-11,8000,3040,5.33,21.82,2.25,4.264,0.04
"605376.SH","707376","博迁新材",2020-11-26,2020-12-08,6540,5886,11.69,22.98,2.6,7.645,0.04
"003022.SZ","003022","联泓新科",2020-11-25,2020-12-08,14736,13262,11.46,22.99,4.4,16.887,0.05
"300913.SZ","300913","兆龙互连",2020-11-25,2020-12-07,3063,1485,13.21,24.47,0.85,4.046,0.02
"688590.SH","787590","新致软件",2020-11-25,2020-12-07,4551,1547,10.73,30.15,1.15,4.883,0.03
"605183.SH","707183","确成股份",2020-11-25,2020-12-07,4872,4385,14.38,22.99,1.4,7.006,0.04
"601686.SH","780686","友发集团",2020-11-24,2020-12-04,14200,12780,12.86,22.97,4.2,18.261,0.06
"300912.SZ","300912","凯龙高科",2020-11-24,2020-12-07,2800,1358,17.62,37.16,0.75,4.934,0.02
"003021.SZ","003021","兆威机电",2020-11-24,2020-12-04,2667,2400,75.12,22.99,1.05,20.035,0.02
"688557.SH","787557","兰剑智能",2020-11-23,2020-12-02,1817,690,27.7,31.69,0.5,5.033,0.03
"835670.BJ","889688","数字人",2020-11-23,2020-12-08,800,557,12.5,24.89,33.04,1,0.74
"300911.SZ","300911","亿田智能",2020-11-20,2020-12-03,2667,1293,24.35,26.73,0.75,6.493,0.02
"300916.SZ","300916","朗特智能",2020-11-20,2020-12-02,1065,1065,56.52,50,1.05,6.019,0.01
"605258.SH","707258","协和电子",2020-11-19,2020-12-03,2200,1980,26.56,22.99,0.8,5.843,0.02
"300915.SZ","300915","海融科技",2020-11-19,2020-12-02,1500,1500,70.03,56.42,1.5,10.505,0.01
"605266.SH","707266","健之佳",2020-11-19,2020-12-01,1325,1325,72.89,22.99,1.3,9.658,0.01
"688578.SH","787578","艾力斯",2020-11-19,2020-12-02,9000,2160,22.73,0,1.4,20.457,0.04
"300910.SZ","300910","瑞丰新材",2020-11-18,2020-11-27,3750,1819,30.26,47.43,1.05,11.348,0.02
"003004.SZ","003004","声迅股份",2020-11-17,2020-11-26,2046,1841,20.26,22.99,0.8,4.145,0.02
"605177.SH","707177","东亚药业",2020-11-16,2020-11-25,2840,2556,31.13,22.99,1.1,8.841,0.03
"605068.SH","707068","明新旭腾",2020-11-11,2020-11-23,4150,3735,23.17,22.99,1.6,9.616,0.03
"688777.SH","787777","中控技术",2020-11-11,2020-11-24,4913,1216,35.73,64.04,0.8,17.554,0.03
"300908.SZ","300908","仲景食品",2020-11-11,2020-11-23,2500,1213,39.74,46.27,0.7,9.935,0.02
"430047.BJ","889847","诺思兰德",2020-11-10,2020-11-24,4113,888,6.02,0,57.35,2.476,0.7
"300907.SZ","300907","康平科技",2020-11-09,2020-11-18,2400,1164,14.3,30.3,0.65,3.432,0.02
"300909.SZ","300909","汇创达",2020-11-09,2020-11-18,2523,1224,29.57,38.2,0.7,7.46,0.02
"838030.BJ","889352","德众汽车",2020-11-09,2020-11-27,3300,792,3.6,13.55,51.15,1.188,0.65
"688219.SH","787219","会通股份",2020-11-04,2020-11-18,4593,1309,8.29,38.14,0.85,3.807,0.03
"003019.SZ","003019","宸展光电",2020-11-03,2020-11-17,3200,2880,23.58,22.99,1.25,7.546,0.02
"300884.SZ","300884","狄耐克",2020-11-03,2020-11-12,3000,1455,24.87,26.11,0.85,7.461,0.02
"871396.BJ","889396","常辅股份",2020-11-03,2020-11-18,435,110,10.18,15.85,6.9,0.443,0.3
"688160.SH","787160","步科股份",2020-11-02,2020-11-12,2100,798,20.34,41.62,0.55,4.271,0.03
"688057.SH","787057","金达莱",2020-11-02,2020-11-11,6900,2633,25.84,29.11,1.95,17.83,0.03
"688135.SH","787135","利扬芯片",2020-10-30,2020-11-11,3410,1159,15.72,36.58,0.85,5.361,0.03
"688688.SH","787688","蚂蚁集团",2020-10-29,-0001-12-31,192131,10024,68.8,156.22,31.7,1321.86,0.13
"605007.SH","707007","五洲特纸",2020-10-28,2020-11-10,4001,3601,10.09,22.97,1.2,4.037,0.03
"688529.SH","787529","豪森股份",2020-10-28,2020-11-09,3200,1216,20.2,28.63,0.9,6.464,0.03
"003018.SZ","003018","金富科技",2020-10-28,2020-11-06,6500,5850,8.93,22.98,2.6,5.804,0.03
"300906.SZ","300906","日月明",2020-10-27,2020-11-05,2000,2000,26.42,39.2,2,5.284,0.01
"300903.SZ","300903","科翔股份",2020-10-27,2020-11-05,4310,2090,13.06,30.58,1.2,5.629,0.02
"830839.BJ","889099","万通液压",2020-10-27,2020-11-09,1610,1120,8,18.69,66.5,1.288,1.25
"300905.SZ","300905","宝丽迪",2020-10-23,2020-11-05,1800,1800,49.32,37.18,1.8,8.878,0.01
"605169.SH","707169","洪通燃气",2020-10-20,2020-10-30,4000,3600,22.22,22.23,1.6,8.888,0.03
"601995.SH","780995","中金公司",2020-10-20,2020-11-02,45859,23425,28.78,33.89,9.6,131.982,0.09
